sample_idx,target_class,formula,n_picks,depth,precision_train,n_tp,n_fp
206,2,"( ( F[38,45]( ( (x_0 <= 2.0732) ∧ (x_1 <= -1.0235) ) ∧ (x_0 => -0.8338) ) ) ∧ ( (x_0 => 1.3348) ∨ ( (x_1 <= 0.4348) ∧ ( G[30,32](x_2 <= -0.2943) ) ) ) )",2,4,1.0,1,0
207,1,"( G[23,49](x_0 <= 0.1628) )",1,1,0.833333,5,1
208,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
209,5,"( F[24,35]( (x_0 <= -1.3835) ∨ ( F(x_3 <= -2.0317) ) ) )",1,3,1.0,3,0
210,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
211,5,"( G[5,inf]( (x_1 <= 0.6908) ∨ ( G(x_0 <= 0.7317) ) ) )",1,3,1.0,3,0
212,4,"( G[38,45]( ( (x_0 => 4.2208) ∨ (x_1 => 1.1241) ) ∨ (x_0 <= -2.9814) ) )",1,3,1.0,4,0
213,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
214,4,"( ( G[4,7](x_3 <= -1.3311) ) ∨ ( G( (x_3 => -0.0615) ∨ (x_1 => -0.9243) ) ) )",1,3,1.0,4,0
215,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
216,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
217,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
218,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
219,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
220,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
221,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
222,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
223,5,"( G[5,inf]( (x_1 <= 0.6908) ∨ ( G(x_0 <= 0.7317) ) ) )",1,3,1.0,3,0
224,4,"( ( G[4,7](x_3 <= -1.3311) ) ∨ ( G( (x_3 => -0.0615) ∨ (x_1 => -0.9243) ) ) )",1,3,1.0,4,0
225,2,"( ( ( (x_0 => 0.1024) ∨ (x_2 => 0.7184) ) ∧ ( F[8,inf](x_2 => 1.0797) ) ) ∧ ( F[23,49](x_0 => 1.1185) ) )",2,3,0.5,2,2
226,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
227,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
228,5,"( G[5,inf]( (x_1 <= 0.6908) ∨ ( G(x_0 <= 0.7317) ) ) )",1,3,1.0,3,0
229,3,"( ( F(x_3 => 2.2259) ) ∨ ( F[22,25](x_3 => 1.5246) ) )",1,2,1.0,3,0
230,4,"( ( G[4,7](x_3 <= -1.3311) ) ∨ ( G( (x_3 => -0.0615) ∨ (x_1 => -0.9243) ) ) )",1,3,1.0,4,0
231,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
232,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
233,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
234,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
235,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
236,4,"( ( G[4,7](x_3 <= -1.3311) ) ∨ ( G( (x_3 => -0.0615) ∨ (x_1 => -0.9243) ) ) )",1,3,1.0,4,0
237,1,"( G[23,49](x_0 <= 0.1628) )",1,1,0.833333,5,1
238,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
239,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
240,4,"( ( G[4,7](x_3 <= -1.3311) ) ∨ ( G( (x_3 => -0.0615) ∨ (x_1 => -0.9243) ) ) )",1,3,1.0,4,0
241,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
242,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
243,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
244,5,"( G[10,11]( (x_1 <= 0.5587) ∧ (x_0 => 0.0615) ) )",1,2,0.833333,5,1
245,3,"( ( ( F[30,32](x_3 => 0.986) ) ∧ ( G[7,inf](x_2 => -0.9235) ) ) ∧ ( F[21,43]( (x_0 <= 0.232) ∧ (x_0 => 0.0411) ) ) )",2,3,1.0,2,0
246,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
247,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
248,3,"( ( (x_0 <= -0.9662) ∧ (x_2 <= -0.3501) ) ∨ ( G[8,inf](x_2 <= 0.0112) ) )",1,2,0.8,4,1
249,5,"( G[5,inf]( (x_1 <= 0.6908) ∨ ( G(x_0 <= 0.7317) ) ) )",1,3,1.0,3,0
250,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
251,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
252,5,( ( (x_0 => -0.9497) ∧ ( G(x_0 <= 1.5546) ) ) ∧ ( (x_3 <= 1.3533) ∧ (x_2 <= 0.455) ) ),1,3,0.833333,5,1
253,4,"( G[38,45]( ( (x_0 => 4.2208) ∨ (x_1 => 1.1241) ) ∨ (x_0 <= -2.9814) ) )",1,3,1.0,4,0
254,1,"( G[23,49](x_0 <= 0.1628) )",1,1,0.833333,5,1
255,4,"( ( G[4,7](x_3 <= -1.3311) ) ∨ ( G( (x_3 => -0.0615) ∨ (x_1 => -0.9243) ) ) )",1,3,1.0,4,0
256,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
257,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
258,3,"( G( F[16,27](x_2 => -0.3157) ) )",1,2,0.75,3,1
259,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
260,4,"( G[38,45]( ( (x_0 => 4.2208) ∨ (x_1 => 1.1241) ) ∨ (x_0 <= -2.9814) ) )",1,3,1.0,4,0
261,3,"( ( (x_0 <= -0.9662) ∧ (x_2 <= -0.3501) ) ∨ ( G[8,inf](x_2 <= 0.0112) ) )",1,2,0.8,4,1
262,4,"( ( G[4,7](x_3 <= -1.3311) ) ∨ ( G( (x_3 => -0.0615) ∨ (x_1 => -0.9243) ) ) )",1,3,1.0,4,0
263,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
264,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
265,3,"( (x_0 <= -0.3798) ∧ ( (x_1 => 2.1494) ∨ ( F[30,32](x_2 => 1.4203) ) ) )",1,3,0.8,4,1
266,4,"( G[38,45]( ( (x_0 => 4.2208) ∨ (x_1 => 1.1241) ) ∨ (x_0 <= -2.9814) ) )",1,3,1.0,4,0
267,5,"( G[5,inf]( (x_1 <= 0.6908) ∨ ( G(x_0 <= 0.7317) ) ) )",1,3,1.0,3,0
268,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
269,5,"( G[5,inf]( (x_1 <= 0.6908) ∨ ( G(x_0 <= 0.7317) ) ) )",1,3,1.0,3,0
