sample_idx,target_class,formula,n_picks,depth,precision_train,n_tp,n_fp
60,normal,"( ( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( G[5,136]( (x_37 <= 20.2865) ∧ (x_60 => 0.0034) ) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) )",6,8,0.777778,7,2
61,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
62,normal,"( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[40,54]( (x_25 <= 13.8042) ∧ (x_58 => 1.6441) ) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) )",5,7,0.55,22,18
63,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
64,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[40,54]( (x_25 <= 13.8042) ∧ (x_58 => 1.6441) ) ) )",4,6,0.785714,11,3
65,normal,"( ( ( ( ( ( ( F(x_28 => 0.0559) ) ∧ ( F[19,68]( G(x_0 <= 0.5885) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) )",6,8,0.727273,8,3
66,normal,"( ( ( ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) )",4,6,0.916667,11,1
67,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) )",4,6,0.552632,21,17
68,normal,"( ( G[5,136]( (x_37 <= 20.2865) ∧ (x_60 => 0.0034) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) )",2,3,0.611111,22,14
69,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
70,normal,"( ( ( ( ( ( ( ( G[5,136]( (x_37 <= 20.2865) ∧ (x_60 => 0.0034) ) ) ∧ ( ( F(x_28 => 0.0559) ) ∧ ( F[19,68]( G(x_0 <= 0.5885) ) ) ) ) ∧ ( F[383,397]( G[6,7](x_57 => 1.0194) ) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( F[40,54]( (x_25 <= 13.8042) ∧ (x_58 => 1.6441) ) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) )",8,10,0.6,3,2
71,normal,"( ( ( ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) )",4,6,0.764706,13,4
72,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
73,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
74,normal,"( ( ( ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) )",4,5,0.769231,10,3
75,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
76,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
77,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
78,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
79,normal,"( ( ( ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) )",4,5,0.769231,10,3
80,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
81,abnormal,"( G( (x_46 <= 0.2299) ∨ ( F[0,inf](x_31 <= -0.1525) ) ) )",1,3,0.840708,95,18
82,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
83,normal,"( ( ( ( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[383,397]( G[6,7](x_57 => 1.0194) ) ) ) ∧ ( ( F(x_28 => 0.0559) ) ∧ ( F[19,68]( G(x_0 <= 0.5885) ) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) ) ∧ ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) )",8,10,0.666667,10,5
84,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
85,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
86,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
87,normal,"( ( ( ( ( ( F(x_28 => 0.0559) ) ∧ ( F[19,68]( G(x_0 <= 0.5885) ) ) ) ∧ ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) )",5,7,0.857143,6,1
88,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
89,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
90,normal,"( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( G[5,136]( (x_37 <= 20.2865) ∧ (x_60 => 0.0034) ) ) ) ∧ ( ( F(x_28 => 0.0559) ) ∧ ( F[19,68]( G(x_0 <= 0.5885) ) ) ) ) ∧ ( F[383,397]( G[6,7](x_57 => 1.0194) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) )",5,7,0.785714,11,3
91,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( G[5,136]( (x_37 <= 20.2865) ∧ (x_60 => 0.0034) ) ) )",4,6,0.769231,10,3
92,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
93,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[383,397]( G[6,7](x_57 => 1.0194) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) )",4,6,0.833333,15,3
94,normal,"( ( ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) ∧ ( F[383,397]( G[6,7](x_57 => 1.0194) ) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) )",3,5,0.75,15,5
95,normal,"( ( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[383,397]( G[6,7](x_57 => 1.0194) ) ) ) ∧ ( ( F(x_28 => 0.0559) ) ∧ ( F[19,68]( G(x_0 <= 0.5885) ) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ) ∧ ( F[40,54]( (x_25 <= 13.8042) ∧ (x_58 => 1.6441) ) ) )",6,8,0.705882,12,5
96,normal,"( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( ( F(x_28 => 0.0559) ) ∧ ( F[19,68]( G(x_0 <= 0.5885) ) ) ) ) ∧ ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) )",5,7,0.727273,8,3
97,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
98,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
99,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[383,397]( G[6,7](x_57 => 1.0194) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) )",4,6,0.833333,15,3
100,normal,"( ( ( ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) )",4,6,0.590909,13,9
101,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
102,normal,"( ( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[383,397]( G[6,7](x_57 => 1.0194) ) ) ) ∧ ( ( F(x_28 => 0.0559) ) ∧ ( F[19,68]( G(x_0 <= 0.5885) ) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) )",6,8,0.761905,16,5
103,normal,"( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( F[40,54]( (x_25 <= 13.8042) ∧ (x_58 => 1.6441) ) ) )",3,5,0.571429,24,18
104,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
105,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
106,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[383,397]( G[6,7](x_57 => 1.0194) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) )",4,6,0.833333,15,3
107,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[383,397]( G[6,7](x_57 => 1.0194) ) ) ) ∧ ( ( F(x_28 => 0.0559) ) ∧ ( F[19,68]( G(x_0 <= 0.5885) ) ) ) )",4,6,0.833333,10,2
108,normal,"( ( ( ( ( ( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( G[5,136]( (x_37 <= 20.2865) ∧ (x_60 => 0.0034) ) ) ) ∧ ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ) ∧ ( F[383,397]( G[6,7](x_57 => 1.0194) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( F[40,54]( (x_25 <= 13.8042) ∧ (x_58 => 1.6441) ) ) )",10,12,0.615385,8,5
109,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
110,normal,"( ( ( ( ( ( F(x_28 => 0.0559) ) ∧ ( F[19,68]( G(x_0 <= 0.5885) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) )",5,7,0.615385,8,5
111,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
112,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) )",4,6,0.928571,13,1
113,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
114,normal,"( ( ( ( ( G[5,136]( (x_37 <= 20.2865) ∧ (x_60 => 0.0034) ) ) ∧ ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) ) ∧ ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) )",5,6,0.777778,7,2
115,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
116,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
117,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
118,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
119,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) )",4,6,0.928571,13,1
120,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
121,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
122,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
123,normal,"( ( ( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) )",7,9,0.64,16,9
124,normal,"( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) )",5,7,0.75,12,4
125,normal,"( ( ( ( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[383,397]( G[6,7](x_57 => 1.0194) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) ) ∧ ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) ) ∧ ( F[40,54]( (x_25 <= 13.8042) ∧ (x_58 => 1.6441) ) ) )",8,10,0.625,10,6
126,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
127,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( G[5,136]( (x_37 <= 20.2865) ∧ (x_60 => 0.0034) ) ) )",4,6,0.769231,10,3
128,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
129,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
130,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
131,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
132,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
133,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
134,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
135,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
136,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
137,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) )",4,6,0.75,12,4
138,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
139,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) )",4,6,0.595745,28,19
140,normal,"( ( ( ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) )",4,6,0.916667,11,1
141,normal,"( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ) ∧ ( F[40,54]( (x_25 <= 13.8042) ∧ (x_58 => 1.6441) ) ) )",5,7,0.576923,15,11
